Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,FN,FP,Churn
0,0,34,0,2285,46,159,18,2,1,1,25,820.395,738.3555,132.0395,0
0,0,25,0,820,29,177,6,2,2,1,25,834.705,751.2345,133.4705,0
0,0,24,0,1073,32,14,63,4,1,1,45,62.625,56.3625,60,0
4,0,25,0,205,18,0,2,2,1,2,25,10.035,9.0315,60,0
0,0,24,0,0,0,5,0,4,1,2,45,12.5,11.25,60,0
3,0,23,0,730,25,3,8,2,1,1,25,47.475,42.7275,60,0
0,0,23,0,2730,54,0,18,3,1,1,30,111.36,100.224,61.136,0
0,0,16,0,1200,19,12,9,2,1,1,25,108.855,97.9695,60.8855,0
9,0,15,0,5897,134,69,37,1,2,1,15,711.205,640.0845,121.1205,0
5,0,13,0,8437,164,57,35,4,1,1,45,357.525,321.7725,85.7525,0
1,0,14,2,2357,38,15,14,3,1,1,30,155.8,140.22,65.58,0
0,0,7,0,3895,33,199,5,3,1,1,30,953.12,857.808,145.312,0
0,0,7,0,992,12,0,2,2,1,1,25,45.18,40.662,60,1
1,0,31,0,4065,59,0,14,2,1,1,25,185.58,167.022,68.558,0
0,0,32,0,0,0,0,0,2,1,2,25,0,0,60,0
3,0,30,0,2148,48,344,21,2,1,1,25,1646.82,1482.138,214.682,0
3,0,31,0,3893,54,0,32,1,1,1,15,217.085,195.3765,71.7085,0
0,0,31,0,2088,46,0,30,1,1,1,15,117.37,105.633,61.737,0
4,0,31,0,3470,70,17,25,2,1,1,25,235.8,212.22,73.58,0
0,0,31,0,2055,27,270,15,3,1,1,30,1163.28,1046.952,166.328,0
6,0,30,0,8810,109,129,40,3,1,1,30,872.76,785.484,137.276,0
0,0,31,0,13468,157,0,41,3,1,1,30,545,490.5,104.5,0
0,0,31,0,4210,71,0,22,3,1,1,30,171.24,154.116,67.124,0
0,0,31,0,5613,83,0,9,2,1,1,25,256.32,230.688,75.632,0
2,0,31,0,1933,42,0,14,3,1,2,30,79,71.1,60,0
18,0,31,1,14835,213,39,29,2,1,1,25,852.66,767.394,135.266,0
0,0,31,0,2790,15,468,5,3,1,1,30,1984.2,1785.78,248.42,0
2,0,30,0,15180,170,135,27,2,1,1,25,1298.25,1168.425,179.825,0
0,0,30,0,6195,74,171,23,3,1,1,30,934.76,841.284,143.476,0
0,0,30,0,570,2,0,8,2,1,2,25,25.74,23.166,60,0
0,0,31,0,405,2,0,5,2,1,2,25,18.315,16.4835,60,0
0,0,30,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,30,0,7203,115,369,40,2,1,1,25,1989.81,1790.829,248.981,0
0,0,30,0,11160,142,0,44,3,1,1,30,452.08,406.872,95.208,0
1,0,30,0,6413,63,93,34,2,1,1,25,709.92,638.928,120.992,0
16,0,26,0,650,35,1,14,2,1,2,25,35.325,31.7925,60,1
14,0,29,6,10130,81,0,39,4,1,1,45,255.275,229.7475,75.5275,0
6,0,29,0,5513,86,11,21,2,1,1,25,301.455,271.3095,80.1455,1
0,0,27,0,2535,10,0,11,3,1,1,30,101.8,91.62,60.18,0
2,0,28,0,2685,29,0,13,2,1,2,25,122.13,109.917,62.213,1
2,0,29,0,1963,32,19,28,3,1,2,30,155.8,140.22,65.58,1
0,0,29,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,29,0,1363,13,0,3,3,1,1,30,55.04,49.536,60,0
0,0,26,0,6480,85,0,19,4,1,1,45,164.125,147.7125,66.4125,0
0,0,29,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,29,0,0,0,0,0,4,1,1,45,0,0,60,0
18,0,24,1,15770,226,0,77,2,1,1,25,719.82,647.838,121.982,0
0,0,27,1,6660,104,256,30,2,2,1,25,1456.38,1310.742,195.638,0
0,0,29,0,3413,70,0,25,2,1,1,25,156.735,141.0615,65.6735,0
0,0,28,0,1360,32,23,17,3,1,2,30,147.68,132.912,64.768,0
0,0,29,0,2475,41,160,20,2,1,1,25,833.22,749.898,133.322,0
0,0,20,0,1010,24,178,8,2,2,1,25,847.53,762.777,134.753,0
0,0,19,0,1263,27,15,65,4,1,1,45,69.75,62.775,60,0
4,0,20,0,395,13,0,4,2,1,2,25,18.36,16.524,60,0
0,0,19,0,520,4,6,2,4,1,2,45,28.1,25.29,60,0
3,0,18,0,920,20,4,10,1,1,1,15,73.7,66.33,60,0
0,0,18,0,2920,49,0,20,3,1,1,30,118.76,106.884,61.876,0
0,0,11,0,1390,14,13,11,2,1,1,25,121.68,109.512,62.168,0
9,0,10,0,6087,129,70,39,1,2,1,15,726.88,654.192,122.688,0
5,0,8,0,8627,159,58,37,4,1,1,45,364.65,328.185,86.465,0
1,0,9,1,2547,33,16,16,3,1,1,30,167.2,150.48,66.72,0
0,0,3,0,4085,28,200,7,2,1,1,25,1085.085,976.5765,158.5085,0
0,0,3,0,1182,7,0,4,2,1,1,25,53.505,48.1545,60,1
5,0,41,0,4065,71,6,16,3,1,1,30,189.44,170.496,68.944,0
0,0,42,0,13,5,8,3,3,1,2,30,32.72,29.448,60,0
7,0,40,0,2148,60,360,23,3,1,1,30,1528.32,1375.488,202.832,0
7,0,41,0,3893,66,2,34,1,1,1,15,228.745,205.8705,72.8745,0
0,0,41,0,2088,58,3,32,2,1,1,25,110.07,99.063,61.007,0
8,0,41,1,3470,82,33,27,3,1,1,30,274.08,246.672,77.408,0
1,0,41,0,2055,39,286,17,3,1,1,30,1227.76,1104.984,172.776,0
10,0,40,2,8810,121,145,42,3,1,1,30,937.24,843.516,143.724,0
4,0,41,0,13468,169,1,43,3,1,1,30,549.48,494.532,104.948,0
4,0,41,1,4210,83,3,24,3,1,1,30,183.72,165.348,68.372,0
3,0,41,0,5613,95,8,11,3,1,1,30,260.32,234.288,76.032,0
6,0,41,0,1933,54,9,16,3,1,2,30,115.48,103.932,61.548,0
22,0,41,3,14835,225,55,31,3,1,1,30,822.4,740.16,132.24,0
1,0,41,1,2790,27,484,7,3,1,1,30,2048.68,1843.812,254.868,0
6,0,40,0,15180,182,151,29,2,1,1,25,1370.79,1233.711,187.079,0
0,0,40,1,6195,86,187,25,3,1,1,30,999.24,899.316,149.924,0
0,0,40,0,570,14,1,10,2,1,2,25,30.78,27.702,60,0
0,0,41,0,405,14,14,7,3,1,2,30,72.76,65.484,60,0
0,0,40,0,0,0,1,0,2,1,2,25,4.5,4.05,60,1
0,0,40,0,7203,127,385,42,3,1,1,30,1833.2,1649.88,233.32,0
4,0,40,1,11160,154,12,46,4,1,1,45,312.85,281.565,81.285,0
5,0,40,1,6413,75,109,36,2,1,1,25,782.46,704.214,128.246,0
20,0,36,0,650,47,17,16,3,1,2,30,95.88,86.292,60,1
18,0,39,8,10130,93,2,41,5,1,1,55,156.345,140.7105,65.6345,0
10,0,39,1,5513,98,27,23,2,1,1,25,373.995,336.5955,87.3995,1
0,0,37,0,2535,22,1,13,3,1,1,30,106.28,95.652,60.628,0
6,1,38,0,2685,41,10,15,3,1,2,30,149.04,134.136,64.904,1
6,0,39,0,1963,44,35,30,3,1,2,30,220.28,198.252,72.028,1
0,0,39,0,0,0,1,0,3,1,2,30,4,3.6,60,1
0,0,39,0,1363,25,1,5,4,1,1,45,37.2,33.48,60,0
0,0,36,1,6480,97,15,21,5,1,1,55,121.155,109.0395,62.1155,0
0,0,39,0,323,7,10,3,4,1,2,45,33.25,29.925,60,1
0,0,39,1,33,4,5,1,5,1,1,55,8.055,7.2495,60,0
22,0,34,3,15770,238,1,79,2,1,1,25,724.86,652.374,122.486,0
3,0,37,3,6660,116,272,32,2,2,1,25,1528.92,1376.028,202.892,0
0,0,39,0,3413,82,3,27,3,1,1,30,151.8,136.62,65.18,0
0,0,38,0,1360,44,39,19,3,1,2,30,212.16,190.944,71.216,0
3,0,39,0,2475,53,176,22,2,1,1,25,905.76,815.184,140.576,0
1,0,30,1,1010,36,194,10,2,2,1,25,920.07,828.063,142.007,0
1,0,29,0,1263,39,31,67,4,1,1,45,110.05,99.045,61.005,0
8,0,30,0,395,25,11,6,3,1,2,30,60.8,54.72,60,0
0,0,29,0,520,10,22,2,4,1,2,45,68.25,61.425,60,0
7,0,28,0,920,32,20,12,2,1,1,25,132.84,119.556,63.284,0
0,0,28,0,2920,61,9,22,3,1,1,30,155.24,139.716,65.524,0
0,0,21,0,1390,26,29,13,2,1,1,25,194.22,174.798,69.422,0
13,0,20,1,6087,141,86,41,2,2,1,25,667.26,600.534,116.726,0
9,0,18,0,8627,171,74,39,5,1,1,55,242.97,218.673,74.297,0
5,0,19,3,2547,45,32,18,3,1,1,30,231.68,208.512,73.168,0
0,0,12,1,4085,40,216,9,3,1,1,30,1029,926.1,152.9,0
0,0,12,1,1182,19,1,6,3,1,1,30,52.04,46.836,60,1
9,0,37,0,4775,76,23,15,2,1,1,25,321.795,289.6155,82.1795,0
1,0,38,0,723,10,8,2,2,1,2,25,68.985,62.0865,60,0
11,0,36,0,2858,65,360,22,2,1,1,25,1751.535,1576.3815,225.1535,0
11,0,37,0,4603,71,2,33,1,1,1,15,268.07,241.263,76.807,0
4,0,37,0,2798,63,3,31,1,1,1,15,173.855,156.4695,67.3855,0
12,0,37,1,4180,87,33,26,3,1,1,30,302.68,272.412,80.268,0
5,0,37,0,2765,44,286,16,3,1,1,30,1256.36,1130.724,175.636,0
14,0,36,2,9520,126,145,41,3,1,1,30,965.84,869.256,146.584,0
8,0,37,0,14178,174,1,42,3,1,1,30,578.08,520.272,107.808,0
8,0,37,1,4920,88,3,23,3,1,1,30,212.32,191.088,71.232,0
7,0,37,0,6323,100,8,10,2,1,1,25,325.035,292.5315,82.5035,0
10,0,37,0,2643,59,9,15,3,1,2,30,144.08,129.672,64.408,0
26,1,37,3,15545,230,55,30,3,1,1,30,851,765.9,135.1,0
5,0,37,1,3500,32,484,6,3,1,1,30,2077.28,1869.552,257.728,0
10,0,36,0,15890,187,151,28,2,1,1,25,1402.965,1262.6685,190.2965,0
4,0,36,1,6905,91,187,24,3,1,1,30,1027.84,925.056,152.784,0
1,0,36,0,1280,19,1,9,2,1,2,25,62.955,56.6595,60,0
3,0,37,0,1115,19,14,6,2,1,2,25,114.03,102.627,61.403,0
0,0,36,0,0,0,1,0,2,1,2,25,4.5,4.05,60,1
4,0,36,0,7913,132,385,41,2,1,1,25,2094.525,1885.0725,259.4525,0
8,0,36,1,11870,159,12,45,3,1,1,30,529.16,476.244,102.916,0
9,0,36,1,7123,80,109,35,2,1,1,25,814.635,733.1715,131.4635,0
24,0,32,0,1360,52,17,15,2,1,2,25,140.04,126.036,64.004,1
22,0,35,8,10840,98,2,40,4,1,1,45,278.45,250.605,77.845,0
14,0,35,1,6223,103,27,22,2,1,1,25,406.17,365.553,90.617,0
2,0,33,0,3245,27,1,12,3,1,1,30,134.88,121.392,63.488,0
10,0,34,0,3395,46,10,14,3,1,2,30,177.64,159.876,67.764,1
10,1,35,0,2673,49,35,29,3,1,2,30,248.88,223.992,74.888,1
1,0,35,0,538,7,1,1,3,1,2,30,25.8,23.22,60,1
2,0,35,0,2073,30,1,4,3,1,1,30,88.12,79.308,60,0
4,0,32,1,7190,102,15,20,4,1,1,45,219.8,197.82,71.98,0
1,0,35,0,1033,12,10,2,4,1,2,45,51.125,46.0125,60,1
1,0,35,1,743,9,5,1,5,1,1,55,18.78,16.902,60,0
26,0,30,3,16480,243,1,78,2,1,1,25,757.035,681.3315,125.7035,0
7,0,33,3,7370,121,272,31,2,2,1,25,1561.095,1404.9855,206.1095,0
3,0,35,0,4123,87,3,26,2,1,1,25,202.95,182.655,70.295,0
4,0,34,0,2070,49,39,18,3,1,2,30,240.76,216.684,74.076,0
7,0,35,0,3185,58,176,21,2,1,1,25,937.935,844.1415,143.7935,0
5,0,26,1,1720,41,194,9,2,2,1,25,952.245,857.0205,145.2245,0
5,0,25,0,1973,44,31,66,4,1,1,45,127.925,115.1325,62.7925,0
12,0,26,0,1105,30,11,5,2,1,2,25,100.575,90.5175,60.0575,0
1,0,25,0,1230,15,22,1,4,1,2,45,86.125,77.5125,60,0
11,0,24,0,1630,37,20,11,2,1,1,25,165.015,148.5135,66.5015,0
3,0,24,0,3630,66,9,21,3,1,1,30,183.84,165.456,68.384,0
3,0,17,0,2100,31,29,12,2,1,1,25,226.395,203.7555,72.6395,0
17,0,16,1,6797,146,86,40,1,2,1,15,854.865,769.3785,135.4865,0
13,0,14,0,9337,176,74,38,4,1,1,45,422.825,380.5425,92.2825,0
9,0,15,3,3257,50,32,17,3,1,1,30,260.28,234.252,76.028,0
3,0,8,1,4795,45,216,8,3,1,1,30,1057.6,951.84,155.76,0
4,0,8,1,1892,24,1,5,3,1,1,30,80.64,72.576,60,1
0,0,35,0,3355,54,0,15,2,1,1,25,153.405,138.0645,65.3405,0
0,0,36,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,34,0,1438,43,327,22,2,1,1,25,1538.145,1384.3305,203.8145,0
0,0,35,0,3183,49,0,33,1,1,1,15,177.76,159.984,67.776,0
0,0,35,0,1378,41,0,31,1,1,1,15,78.045,70.2405,60,0
0,0,35,0,2760,65,0,26,2,1,1,25,127.125,114.4125,62.7125,0
0,0,35,0,1345,22,253,16,3,1,1,30,1066.68,960.012,156.668,0
2,0,34,0,8100,104,112,41,3,1,1,30,776.16,698.544,127.616,0
0,0,35,0,12758,152,0,42,3,1,1,30,516.4,464.76,101.64,0
0,0,35,0,3500,66,0,23,3,1,1,30,142.64,128.376,64.264,0
0,0,35,0,4903,78,0,10,2,1,1,25,224.145,201.7305,72.4145,0
0,0,35,0,1223,37,0,15,3,1,2,30,50.4,45.36,60,0
14,0,35,1,14125,208,22,30,2,1,1,25,743.985,669.5865,124.3985,0
0,0,35,0,2080,10,451,6,3,1,1,30,1887.6,1698.84,238.76,0
0,0,34,0,14470,165,118,28,2,1,1,25,1189.575,1070.6175,168.9575,0
0,0,34,0,5485,69,154,24,3,1,1,30,838.16,754.344,133.816,0
0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,34,0,6493,110,352,41,2,1,1,25,1881.135,1693.0215,238.1135,0
0,0,34,0,10450,137,0,45,3,1,1,30,423.48,381.132,92.348,0
0,0,34,0,5703,58,76,35,2,1,1,25,601.245,541.1205,110.1245,0
0,1,30,0,0,0,0,0,2,1,2,25,0,0,60,1
10,0,33,6,9420,76,0,40,4,1,1,45,237.4,213.66,73.74,0
2,1,33,0,4803,81,0,22,2,1,1,25,219.78,197.802,71.978,1
0,0,31,0,1825,5,0,12,3,1,1,30,73.2,65.88,60,0
0,0,32,0,1975,24,0,14,2,1,2,25,89.955,80.9595,60,1
0,0,33,0,1253,27,2,29,3,1,2,30,59.2,53.28,60,1
0,1,33,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,33,0,653,8,0,4,3,1,1,30,26.44,23.796,60,0
0,0,30,0,5770,80,0,20,4,1,1,45,146.25,131.625,64.625,0
0,0,33,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,33,0,0,0,0,0,4,1,1,45,0,0,60,0
14,0,28,1,15060,221,0,78,2,1,1,25,687.645,618.8805,118.7645,0
0,0,31,1,5950,99,239,31,2,2,1,25,1347.705,1212.9345,184.7705,0
0,0,33,0,2703,65,0,26,2,1,1,25,124.56,112.104,62.456,0
0,0,32,0,650,27,6,18,3,1,2,30,51.08,45.972,60,0
0,0,33,0,1765,36,143,21,2,1,1,25,724.545,652.0905,122.4545,0
0,0,24,0,300,19,161,9,2,2,1,25,738.855,664.9695,123.8855,0
0,0,23,0,553,22,0,66,4,1,1,45,14.375,12.9375,60,0
0,0,24,0,0,0,0,0,2,1,2,25,0,0,60,0
0,0,23,0,0,0,0,0,4,1,2,45,0,0,60,0
0,0,22,0,210,15,0,11,2,1,1,25,10.125,9.1125,60,0
0,0,22,0,2210,44,0,21,3,1,1,30,90.16,81.144,60,0
0,0,15,0,680,9,0,12,2,1,1,25,31.005,27.9045,60,0
5,0,14,0,5377,124,53,40,1,2,1,15,594.055,534.6495,109.4055,0
1,0,12,0,7917,154,41,38,4,1,1,45,304.275,273.8475,80.4275,0
0,0,13,1,1837,28,0,17,3,1,1,30,74.6,67.14,60,0
0,0,6,0,3375,23,183,8,3,1,1,30,867.92,781.128,136.792,0
0,0,6,0,472,2,0,5,2,1,1,25,21.33,19.197,60,1
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,167.265,68.585,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,1514.781,218.309,0
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,195.6735,71.7415,0
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,105.93,61.77,0
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,244.863,77.207,0
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,1075.968,169.552,0
8,0,35,1,8810,115,137,41,3,1,1,30,905,814.5,140.5,0
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,490.716,104.524,0
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,154.332,67.148,0
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,230.931,75.659,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,74.916,60,0
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,711.144,129.016,0
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,1814.796,251.644,0
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,1201.068,183.452,0
0,0,35,0,6195,80,179,24,3,1,1,30,967,870.3,146.7,0
0,0,35,0,570,8,0,9,2,1,2,25,26.01,23.409,60,0
0,0,36,0,405,8,6,6,2,1,2,25,45.585,41.0265,60,0
0,1,35,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,1823.472,252.608,0
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,421.488,96.832,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,671.571,124.619,0
18,0,31,0,650,41,9,15,2,1,2,25,71.595,64.4355,60,1
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,229.8825,75.5425,0
8,0,34,0,5513,92,19,22,2,1,1,25,337.725,303.9525,83.7725,1
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,91.836,60.204,0
4,0,33,0,2685,35,2,14,2,1,2,25,131.4,118.26,63.14,1
4,1,34,0,1963,38,27,29,3,1,2,30,188.04,169.236,68.804,1
0,0,34,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,49.752,60,0
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,163.5975,68.1775,0
0,1,34,0,323,1,2,2,4,1,2,45,13.1,11.79,60,1
0,0,34,0,0,0,0,0,5,1,1,55,0,0,60,0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,648.081,122.009,0
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,1343.385,199.265,0
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,141.3045,65.7005,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,161.928,67.992,0
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,782.541,136.949,0
0,0,25,0,1010,30,186,9,2,2,1,25,883.8,795.42,138.38,0
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,80.91,60,0
6,0,25,0,395,19,3,5,2,1,2,25,32.13,28.917,60,0
0,0,24,0,520,4,14,1,4,1,2,45,48.1,43.29,60,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,86.913,60,0
0,0,23,0,2920,55,1,21,3,1,1,30,123,110.7,62.3,0
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,142.155,65.795,0
11,0,15,0,6087,135,78,40,1,2,1,15,771.21,694.089,127.121,0
7,0,13,0,8627,165,66,38,4,1,1,45,384.8,346.32,88.48,0
3,0,14,2,2547,39,24,17,3,1,1,30,199.44,179.496,69.944,0
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,897.084,149.676,0
0,0,7,0,1182,13,0,5,2,1,1,25,53.775,48.3975,60,1
3,0,36,0,4065,65,0,15,2,1,1,25,185.85,167.265,68.585,0
0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0
5,0,35,0,2148,54,352,22,2,1,1,25,1683.09,1514.781,218.309,0
5,0,36,0,3893,60,0,33,1,1,1,15,217.415,195.6735,71.7415,0
0,0,36,0,2088,52,0,31,1,1,1,15,117.7,105.93,61.77,0
6,0,36,0,3470,76,25,26,2,1,1,25,272.07,244.863,77.207,0
0,0,36,0,2055,33,278,16,3,1,1,30,1195.52,1075.968,169.552,0
8,0,35,1,8810,115,137,41,3,1,1,30,905,814.5,140.5,0
2,0,36,0,13468,163,0,42,3,1,1,30,545.24,490.716,104.524,0
2,0,36,0,4210,77,0,23,3,1,1,30,171.48,154.332,67.148,0
1,0,36,0,5613,89,0,10,2,1,1,25,256.59,230.931,75.659,0
4,0,36,0,1933,48,1,15,3,1,2,30,83.24,74.916,60,0
20,0,36,2,14835,219,47,30,3,1,1,30,790.16,711.144,129.016,0
0,0,36,0,2790,21,476,6,3,1,1,30,2016.44,1814.796,251.644,0
4,0,35,0,15180,176,143,28,2,1,1,25,1334.52,1201.068,183.452,0
0,0,35,0,6195,80,179,24,3,1,1,30,967,870.3,146.7,0
0,0,35,0,570,8,0,9,2,1,2,25,26.01,23.409,60,0
0,0,36,0,405,8,6,6,2,1,2,25,45.585,41.0265,60,0
0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,1
0,0,35,0,7203,121,377,41,2,1,1,25,2026.08,1823.472,252.608,0
2,0,35,0,11160,148,4,45,3,1,1,30,468.32,421.488,96.832,0
3,0,35,0,6413,69,101,35,2,1,1,25,746.19,671.571,124.619,0
18,1,31,0,650,41,9,15,2,1,2,25,71.595,64.4355,60,1
16,0,34,7,10130,87,0,40,4,1,1,45,255.425,229.8825,75.5425,0
8,0,34,0,5513,92,19,22,2,1,1,25,337.725,303.9525,83.7725,1
0,0,32,0,2535,16,0,12,3,1,1,30,102.04,91.836,60.204,0
4,1,33,0,2685,35,2,14,2,1,2,25,131.4,118.26,63.14,1
4,0,34,0,1963,38,27,29,3,1,2,30,188.04,169.236,68.804,1
0,1,34,0,0,0,0,0,3,1,2,30,0,0,60,1
0,0,34,0,1363,19,0,4,3,1,1,30,55.28,49.752,60,0
0,0,31,0,6480,91,7,20,4,1,1,45,181.775,163.5975,68.1775,0
0,0,34,0,323,1,2,2,4,1,2,45,13.1,11.79,60,1
0,0,34,0,0,0,0,0,5,1,1,55,0,0,60,0
20,0,29,2,15770,232,0,78,2,1,1,25,720.09,648.081,122.009,0
1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,1343.385,199.265,0
0,0,34,0,3413,76,0,26,2,1,1,25,157.005,141.3045,65.7005,0
0,0,33,0,1360,38,31,18,3,1,2,30,179.92,161.928,67.992,0
1,0,34,0,2475,47,168,21,2,1,1,25,869.49,782.541,136.949,0
0,0,25,0,1010,30,186,9,2,2,1,25,883.8,795.42,138.38,0
0,0,24,0,1263,33,23,66,4,1,1,45,89.9,80.91,60,0
6,0,25,0,395,19,3,5,2,1,2,25,32.13,28.917,60,0
0,0,24,0,520,4,14,1,4,1,2,45,48.1,43.29,60,0
5,0,23,0,920,26,12,11,2,1,1,25,96.57,86.913,60,0
0,0,23,0,2920,55,1,21,3,1,1,30,123,110.7,62.3,0
0,0,16,0,1390,20,21,12,2,1,1,25,157.95,142.155,65.795,0
11,0,15,0,6087,135,78,40,1,2,1,15,771.21,694.089,127.121,0
7,0,13,0,8627,165,66,38,4,1,1,45,384.8,346.32,88.48,0
3,0,14,2,2547,39,24,17,3,1,1,30,199.44,179.496,69.944,0
0,0,7,0,4085,34,208,8,3,1,1,30,996.76,897.084,149.676,0
0,0,7,0,1182,13,0,5,2,1,1,25,53.775,48.3975,60,1
13,0,40,1,4675,77,12,19,3,1,1,30,238.08,214.272,73.808,0
5,0,41,0,623,11,14,6,3,1,2,30,81.36,73.224,60,0
15,0,39,1,2758,66,366,26,3,1,1,30,1576.96,1419.264,207.696,0
15,0,40,1,4503,72,8,37,1,1,1,15,295.625,266.0625,79.5625,0
8,0,40,1,2698,64,9,35,2,1,1,25,164.79,148.311,66.479,0
16,0,40,2,4080,88,39,30,3,1,1,30,322.72,290.448,82.272,0
9,0,40,1,2665,45,292,20,3,1,1,30,1276.4,1148.76,177.64,0
18,0,39,3,9420,127,151,45,3,1,1,30,985.88,887.292,148.588,0
12,0,40,1,14078,175,7,46,3,1,1,30,598.12,538.308,109.812,0
12,0,40,2,4820,89,9,27,3,1,1,30,232.36,209.124,73.236,0
11,0,40,1,6223,101,14,14,3,1,1,30,308.96,278.064,80.896,0
14,1,40,0,2543,60,15,19,3,1,2,30,164.12,147.708,66.412,0
30,0,40,4,15445,231,61,34,3,2,1,30,871.04,783.936,137.104,0
9,0,40,2,3400,33,490,10,3,1,1,30,2097.32,1887.588,259.732,0
14,0,39,1,15790,188,157,32,2,1,1,25,1425.51,1282.959,192.551,0
8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,943.092,154.788,0
5,0,39,0,1180,20,7,13,2,1,2,25,85.5,76.95,60,0
7,0,40,0,1015,20,20,10,3,1,2,30,121.4,109.26,62.14,0
5,0,39,0,305,6,7,2,2,1,2,25,45.495,40.9455,60,1
8,0,39,1,7813,133,391,45,3,1,1,30,1881.84,1693.656,238.184,0
12,0,39,2,11770,160,18,49,4,1,1,45,343.25,308.925,84.325,0
13,0,39,2,7023,81,115,39,2,1,1,25,837.18,753.462,133.718,0
28,0,35,0,1260,53,23,19,3,1,2,30,144.52,130.068,64.452,1
26,0,38,9,10740,99,8,44,5,1,1,55,174.585,157.1265,67.4585,0
18,0,38,2,6123,104,33,26,2,1,1,25,428.715,385.8435,92.8715,0
6,0,36,1,3145,28,7,16,3,1,1,30,154.92,139.428,65.492,0
14,1,37,0,3295,47,16,18,3,1,2,30,197.68,177.912,69.768,1
14,1,38,0,2573,50,41,33,4,1,2,45,168.075,151.2675,66.8075,1
5,0,38,0,438,8,7,4,3,1,2,30,45.84,41.256,60,1
6,0,38,1,1973,31,7,8,4,1,1,45,67.6,60.84,60,0
8,0,35,2,7090,103,21,24,5,1,1,55,139.395,125.4555,63.9395,0
5,0,38,0,933,13,16,6,4,1,2,45,63.65,57.285,60,1
5,0,38,2,643,10,11,4,5,1,1,55,26.295,23.6655,60,0
30,0,33,4,16380,244,7,82,2,2,1,25,779.58,701.622,127.958,0
11,0,36,4,7270,122,278,35,3,2,1,30,1407.68,1266.912,190.768,0
7,0,38,1,4023,88,9,30,3,1,1,30,200.44,180.396,70.044,0
8,0,37,0,1970,50,45,22,3,1,2,30,260.8,234.72,76.08,0
11,0,38,1,3085,59,182,25,2,1,1,25,960.48,864.432,146.048,0
9,0,29,2,1620,42,200,13,3,2,1,30,866.48,779.832,136.648,0
9,0,28,1,1873,45,37,70,5,1,1,55,84.27,75.843,60,0
16,0,29,0,1005,31,17,9,3,1,2,30,109.44,98.496,60.944,0
5,0,28,0,1130,16,28,5,4,1,2,45,98.65,88.785,60,0
15,0,27,1,1530,38,26,15,2,1,1,25,187.56,168.804,68.756,0
7,0,27,1,3530,67,15,25,3,1,1,30,203.88,183.492,70.388,0
7,0,20,1,2000,32,35,16,3,1,1,30,221.28,199.152,72.128,0
21,0,19,2,6698,147,92,44,2,2,1,25,722.025,649.8225,122.2025,0
17,0,17,1,9238,177,80,42,5,1,1,55,261.225,235.1025,76.1225,0
